food_item,calories,proteins,carbohydrates,fats,fibers,sugars,sodium,cholesterol
"MCDONALD'S,FRENCH FR",323.0,3.41,42.58,15.47,3.9,0.21,189.0,0.0
"MCDONALD'S,FRUIT 'N YOGURT PARFAIT",105.0,2.73,20.72,1.3,1.0,12.83,58.0,5.0
"MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)",90.0,2.47,17.67,1.13,0.9,11.9,38.0,5.0
"MCDONALD'S,HAMBURGER",264.0,12.92,30.28,10.09,1.3,6.03,494.0,27.0
"MCDONALD'S,HASH BROWN",271.0,2.48,28.56,16.3,2.8,0.54,580.0,0.0
"MCDONALD'S,HOT CARAMEL SUNDAE",188.0,3.58,33.36,4.89,0.0,23.54,80.0,16.0
"MCDONALD'S,HOT FUDGE SUNDAE",186.0,4.14,30.05,5.91,0.4,26.89,94.0,13.0
"MCDONALD'S,HOT MUSTARD SAU",190.0,2.6,29.08,7.31,5.0,21.76,902.0,44.4
"MCDONALD'S,HOTCAKES & SAUSAGE",294.0,7.81,37.55,12.5,1.6,7.29,484.0,19.0
"MCDONALD'S,HOTCAKES (PLAIN)",228.0,6.0,38.27,5.84,1.4,8.84,358.0,13.0
"MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP)",272.0,4.05,46.08,8.06,0.9,20.58,283.0,9.0
"MCDONALD'S,LOFAT CARAMEL SAU",313.0,1.89,71.53,3.25,10.1,43.21,170.0,12.0
"MCDONALD'S,MCCHICKEN SNDWCH",273.0,10.43,27.97,13.21,1.3,3.57,624.0,27.0
"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",240.0,11.08,30.95,8.46,1.4,4.16,555.0,22.0
"MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",177.0,4.02,26.82,6.46,0.2,24.37,54.0,16.0
"MCDONALD'S,MCFLURRY W/ OREO COOKIES",165.0,3.97,25.55,5.66,0.1,21.19,75.0,15.0
"MCDONALD'S,NEWMAN'S OWN COBB DRSNG",196.0,1.69,15.49,14.45,0.3,7.79,709.0,13.0
"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",319.0,3.56,6.85,31.5,0.1,3.0,851.0,35.0
"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE",86.0,0.19,24.65,5.94,0.4,6.74,1562.0,0.0
"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",313.0,2.62,16.75,26.57,0.3,6.57,954.0,32.0
"MCDONALD'S,PNUTS (FOR SUNDAES)",640.0,28.04,16.23,52.91,9.244,4.15,0.0,0.0
"MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH",228.0,12.08,25.46,8.68,1.4,5.37,430.0,26.0
"MCDONALD'S,PREMIUM CRISPY CHICK CLUB SNDWCH",250.0,15.38,22.61,11.76,1.2,4.99,472.0,38.0
"MCDONALD'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH",244.0,14.7,24.93,9.55,1.4,5.53,488.0,30.0
"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",183.0,14.16,22.28,4.29,1.4,5.01,410.0,34.0
"MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH",221.0,17.19,19.87,8.05,1.2,2.89,462.0,46.0
"MCDONALD'S,PREMIUM GRILLED CHICK RANCH BLT SNDWCH",204.0,16.7,21.91,5.41,1.4,5.2,495.0,38.0
"MCDONALD'S,QUARTER POUNDER",244.0,14.1,22.17,11.55,1.6,5.13,427.0,39.0
"MCDONALD'S,QUARTER POUNDER W/ CHS",258.0,14.59,19.95,14.22,1.4,4.91,579.0,47.0
"MCDONALD'S,RANCH SNACK WRAP,CRISPY",275.0,11.48,23.22,15.1,1.3,2.48,607.0,67.4
"MCDONALD'S,RANCH SNACK WRAP,GRILLED",222.0,13.77,18.43,10.31,0.9,1.53,577.0,34.8
"MCDONALD'S,SAUSAGE BISCUIT",376.0,9.62,27.2,25.4,1.2,1.97,875.0,29.0
"MCDONALD'S,SAUSAGE BISCUIT W/ EGG",311.0,11.27,19.28,22.26,0.8,1.43,664.0,152.0
"MCDONALD'S,SAUSAGE BURRITO",277.0,11.1,22.97,15.63,1.2,2.57,744.0,137.0
"MCDONALD'S,SAUSAGE MCGRIDDLES",312.0,8.41,31.25,17.76,1.0,11.23,737.0,24.0
"MCDONALD'S,SAUSAGE MCMUFFIN",333.0,12.66,24.52,21.06,1.4,1.93,693.0,39.0
"MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG",274.0,12.59,17.28,17.83,0.9,1.57,572.0,154.0
"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",283.0,10.77,22.04,17.73,0.6,7.9,652.0,132.0
"MCDONALD'S,SIDE SALAD",20.0,1.03,4.3,0.19,1.6,2.24,12.0,0.0
"MCDONALD'S,SOUTHERN STYLE CHICK BISCUIT",304.0,11.93,30.56,14.93,1.4,2.62,868.0,63.4
"MCDONALD'S,SPICY BUFFALO SAU",142.0,0.54,1.81,15.45,1.5,0.0,2140.0,0.0
"MCDONALD'S,STRAWBERRY SUNDAE",158.0,3.19,28.09,3.95,0.0,25.32,47.0,13.0
"MCDONALD'S,SWT 'N SOUR SAU",170.0,0.66,39.38,1.09,0.0,35.79,557.0,20.6
"MCDONALD'S,TANGY HONEY MUSTARD SAU",167.0,1.32,28.81,5.77,2.7,21.88,383.0,3.6
"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",162.0,4.24,26.36,4.86,0.1,19.49,67.0,15.0
"MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE",548.0,8.0,55.2,32.8,6.646000000000001,34.0,223.0,4.2
"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)",889.0,0.0,0.0,98.59,0.0,0.0,545.0,101.0
MEAT EXTENDER,311.0,41.71,34.71,2.97,17.5,10.026,10.0,0.0
"MEATBALLS,FRZ,ITALIAN STYLE",286.0,14.4,8.06,22.21,2.3,3.47,666.0,66.0
"MEATBALLS,MEATLESS",197.0,21.0,8.0,9.0,4.6,1.25,550.0,0.0
"MELON BALLS,FROZEN",33.0,0.84,7.94,0.25,0.7,4.938,31.0,0.0
"MELON,BANANA (NAVAJO)",21.0,0.84,4.06,0.2,0.3,3.36,11.0,0.0
"MELONS,CANTALOUPE,RAW",34.0,0.84,8.16,0.19,0.9,7.86,16.0,0.0
"MELONS,CASABA,RAW",28.0,1.11,6.58,0.1,0.9,5.69,9.0,0.0
"MELONS,HONEYDEW,RAW",36.0,0.54,9.09,0.14,0.8,8.12,18.0,0.0
MILK & CRL BAR,413.0,6.47,72.05,10.98,0.4,45.97,319.0,6.0
"MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK",147.0,4.41,33.09,1.47,6.6,22.06,92.0,7.0
"MILK DSSRT,FRZ,MILK-FAT FREE,CHOC",167.0,4.3,37.7,1.0,0.0,37.7,97.0,0.0
"MILK SHAKES,THICK CHOC",119.0,3.05,21.15,2.7,0.3,20.85,111.0,11.0
"MILK SHAKES,THICK VANILLA",112.0,3.86,17.75,3.03,0.0,17.75,95.0,12.0
"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",61.0,1.75,6.16,3.41,0.0,5.864,78.0,0.0
"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",40.0,3.31,4.79,0.88,0.0,4.79,190.0,4.0
"MILK,BTTRMLK,FLUID,CULTURED,RED FAT",56.0,4.1,5.3,2.0,0.0,5.3,105.0,8.0
"MILK,BTTRMLK,FLUID,WHL",62.0,3.21,4.88,3.31,0.0,4.88,105.0,11.0
"MILK,BUTTERMILK,DRIED",387.0,34.3,49.0,5.78,0.0,49.0,517.0,69.0
"MILK,CHOC BEV,HOT COCOA,HOMEMADE",77.0,3.52,10.74,2.34,1.0,9.66,44.0,8.0
"MILK,CHOC,FAT FREE,W/ ADDED VIT A & VITAMIN D",67.0,3.39,13.46,0.0,0.0,9.32,110.0,2.0
"MILK,CHOC,FLUID,COMM,RED FAT",76.0,2.99,12.13,1.9,0.7,9.55,66.0,8.0
"MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",78.0,2.99,12.13,1.9,0.7,9.55,66.0,8.0
"MILK,CHOC,FLUID,COMM,WHL,W/ ADDED VIT A & VITAMIN D",83.0,3.17,10.34,3.39,0.8,9.54,60.0,12.0
"MILK,CHOC,LOWFAT,RED SUGAR",54.0,3.43,7.68,1.04,0.0,7.29,66.0,5.0
"MILK,CHOC,LOWFAT,W/ ADDED VIT A & VITAMIN D",62.0,3.46,9.86,1.0,0.1,9.94,65.0,5.0
"MILK,CND,COND,SWTND",321.0,7.91,54.4,8.7,0.0,54.4,127.0,34.0
"MILK,CND,EVAP,NONFAT,W/ ADDED VIT A & VITAMIN D",78.0,7.55,11.35,0.2,0.0,11.35,115.0,4.0
"MILK,CND,EVAP,W/ ADDED VITAMIN D & WO/ ADDED VIT A",134.0,6.81,10.04,7.56,0.0,10.04,106.0,29.0
"MILK,CND,EVAP,W/ VIT A",134.0,6.81,10.04,7.56,0.0,6.278,106.0,29.0
"MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D",135.0,6.81,10.04,7.56,0.0,10.04,106.0,29.0
"MILK,CND,EVAP,WO/ VIT A",107.0,6.67,15.74,2.0,0.0,6.67,100.0,0.0
"MILK,DRY,NONFAT,CA RED",354.0,35.5,51.8,0.2,0.0,3.354,2280.0,2.0
"MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D",358.0,35.1,52.19,0.72,0.0,52.19,549.0,18.0
"MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D",358.0,35.1,52.19,0.72,0.0,52.19,549.0,18.0
"MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D",362.0,36.16,51.98,0.77,0.0,51.98,535.0,20.0
"MILK,DRY,NONFAT,REG,WO/ ADDED VIT A & VITAMIN D",362.0,36.16,51.98,0.77,0.0,51.98,535.0,20.0
"MILK,DRY,WHL,W/ ADDED VITAMIN D",496.0,26.32,38.42,26.71,0.0,38.42,371.0,97.0
"MILK,DRY,WHL,WO/ ADDED VITAMIN D",496.0,26.32,38.42,26.71,0.0,38.42,371.0,97.0
"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",63.0,3.33,4.74,3.46,0.0,4.532,57.0,2.0
"MILK,FILLED,FLUID,W/LAURIC ACID OIL",63.0,3.33,4.74,3.4,0.0,4.74,57.0,2.0
"MILK,FLUID,NONFAT,CA FORT (FAT FREE OR SKIM)",35.0,3.4,4.85,0.18,0.0,4.85,52.0,2.0
"MILK,GOAT,FLUID,W/ ADDED VITAMIN D",69.0,3.56,4.45,4.14,0.0,4.45,50.0,11.0
"MILK,HUMAN,MATURE,FLUID",70.0,1.03,6.89,4.38,0.0,6.89,17.0,14.0
"MILK,IMITATION,NON-SOY",46.0,1.6,5.3,2.0,0.0,5.3,55.0,0.0
"MILK,INDIAN BUFFALO,FLUID",97.0,3.75,5.18,6.89,0.0,3.6142,52.0,19.0
"MILK,LO NA,FLUID",61.0,3.1,4.46,3.46,0.0,4.46,3.0,14.0
"MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM)",41.0,3.96,5.56,0.25,0.0,4.996599999999999,59.0,2.0
"MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D",37.0,3.57,5.02,0.25,0.0,5.02,53.0,2.0
"MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",34.0,3.37,4.96,0.08,0.0,5.09,42.0,2.0
"MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",34.0,3.37,4.96,0.08,0.0,5.09,42.0,2.0
"MILK,SHEEP,FLUID",108.0,5.98,5.36,7.0,0.0,1.1142,44.0,27.0
"MILKFISH,COOKED,DRY HEAT",190.0,26.32,0.0,8.63,0.0,0.0,92.0,67.0
"MILKFISH,RAW",148.0,20.53,0.0,6.73,0.0,0.0,72.0,52.0
MILLET FLR,382.0,10.75,75.12,4.25,3.5,1.66,4.0,0.0
"MILLET,COOKED",119.0,3.51,23.67,1.0,1.3,0.13,2.0,0.0
"MILLET,PUFFED",354.0,13.0,80.0,3.4,2.7,0.55,5.0,0.0
"MILLET,RAW",378.0,11.02,72.85,4.22,8.5,3.282,5.0,0.0
MISO,198.0,12.79,25.37,6.01,5.4,6.2,3728.0,0.0
"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH",287.0,8.7,49.6,6.0,3.886,5.612,898.0,35.8
"MIXED NUTS,DRY RSTD,W/PNUTS,W/SALT",594.0,17.3,25.35,51.45,9.0,4.8,345.0,0.0
"MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT",607.0,19.5,22.42,53.5,6.4,5.0,4.0,0.0
"MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT",607.0,20.04,21.05,53.95,7.0,4.15,5.0,0.0
"MIXED NUTS,OIL RSTD,WO/PNUTS,WO/SALT",615.0,15.52,22.27,56.17,5.5,5.734,11.0,0.0
MOLASSES,290.0,0.0,74.73,0.1,0.0,74.72,37.0,0.0
"MONKFISH,COOKED,DRY HEAT",97.0,18.56,0.0,1.95,0.0,1.0122,23.0,32.0
"MONKFISH,RAW",76.0,14.48,0.0,1.52,0.0,1.896,18.0,25.0
"MOOSE,LIVER,BRSD (ALASKA NATIVE)",155.0,24.38,3.43,4.89,0.0,1.06,70.0,389.0
"MOOSE,MEAT,RAW (ALASKA NATIVE)",103.0,22.3,0.0,1.5,0.0,0.0,65.0,54.0
"MORI-NU,TOFU,SILKEN,EX FIRM",55.0,7.4,2.0,1.9,0.1,0.99,63.0,0.0
"MORI-NU,TOFU,SILKEN,FIRM",62.0,6.9,2.4,2.7,0.1,1.27,36.0,0.0
"MORI-NU,TOFU,SILKEN,LITE EX FIRM",38.0,7.0,1.0,0.7,0.0,0.42,98.0,0.0
"MORI-NU,TOFU,SILKEN,LITE FIRM",37.0,6.3,1.1,0.8,0.0,0.45,85.0,0.0
"MORI-NU,TOFU,SILKEN,SOFT",55.0,4.8,2.9,2.7,0.1,1.31,5.0,0.0
"MORNINGSTAR FARMS ASIAN VEGGIE PATTIES,FRZ,UNPREP",158.0,11.4,18.2,6.2,5.1,5.0,741.0,0.0
"MORNINGSTAR FARMS BBQ RIBLETS,FRZ,UNPREP",150.0,11.4,24.6,2.3,4.7,17.2,438.0,0.0
"MORNINGSTAR FARMS BRKFST BACON STRIPS,FRZ,UNPREP",346.0,12.4,14.3,26.6,5.1,0.8,1463.0,2.0
"MORNINGSTAR FARMS BRKFST BISCUIT SAUSAGE,EGG & CHS,FRZ,UNPRE",257.0,9.3,37.5,8.1,1.5,4.0,568.0,22.0
"MORNINGSTAR FARMS BRKFST PATTIE W/ ORGANIC SOY,FRZ,UNPREP",220.0,23.7,12.6,8.3,7.6,2.2,690.0,0.0
"MORNINGSTAR FARMS BRKFST PATTIE,FRZ,UNPREP",195.0,23.7,12.6,8.3,7.6,2.2,690.0,0.0
"MORNINGSTAR FARMS BRKFST SAUSAGE LINKS,FRZ,UNPREP",159.0,19.2,6.8,6.1,4.0,1.0,670.0,2.0
"MORNINGSTAR FARMS BRKFST SAUSAGE PATTIES MPL FLAV,FRZ,UNPR",222.0,26.3,13.6,7.2,2.0,5.9,656.0,1.0
"MORNINGSTAR FARMS BRKFST SAUSAGE PATTIES,FRZ,UNPREP",210.0,25.8,8.8,7.9,4.1,1.7,671.0,2.0
"MORNINGSTAR FARMS BUFFALO CHIK PATTIES,FRZ,UNPREP",255.0,12.1,25.2,12.8,5.1,3.0,757.0,1.0
"MORNINGSTAR FARMS BUFFALO WINGS,FRZ,UNPREP",232.0,14.1,22.6,11.0,4.8,2.8,642.0,0.0
"MORNINGSTAR FARMS CALIFORNIA TURK'Y BURGER,FRZ,UNPREP",155.0,14.9,12.6,7.7,7.6,1.8,690.0,1.0
"MORNINGSTAR FARMS CHIK PATTIES ORIGINAL,FRZ,UNPREP",197.0,11.2,20.5,9.1,3.7,2.0,676.0,0.0
"MORNINGSTAR FARMS CHIK PATTIES,FRZ,UNPREP",197.0,11.8,22.9,7.0,3.0,2.0,835.0,0.0
"MORNINGSTAR FARMS CHIK'N GRILL VEGGIE PATTIES,FRZ,UNPREP",118.0,12.8,10.2,4.8,5.7,0.2,519.0,0.0
"MORNINGSTAR FARMS CHIK'N NUGGETS,FRZ,UNPREP",221.0,14.4,21.8,10.0,4.9,2.2,702.0,0.0
"MORNINGSTAR FARMS CHIPOTLE BLACK BEAN CRUMBLES,FRZ,UNPREP",122.0,14.4,10.2,4.1,4.3,1.4,491.0,0.0
"MORNINGSTAR FARMS CORN DOG MINI,FRZ,UNPREP",219.0,13.2,32.6,4.7,2.6,8.0,678.0,0.0
"MORNINGSTAR FARMS CORN DOG,FRZ,UNPREP",208.0,11.2,36.0,3.5,3.8,11.0,666.0,0.0
"MORNINGSTAR FARMS GARDEN VEGGIE NUGGETS,FRZ,UNPREP",197.0,9.6,16.9,12.2,6.9,3.5,420.0,1.0
"MORNINGSTAR FARMS GRILLERS BRGR STYL RECIPE CRMBL,FRZ,UNPREP",135.0,18.5,8.3,4.3,5.6,1.1,434.0,0.0
"MORNINGSTAR FARMS GRILLERS CHIK'N VEGGIE PATTIES,FRZ,UNPREP",118.0,12.8,10.2,4.8,5.7,0.2,519.0,0.0
"MORNINGSTAR FARMS GRILLERS ORIGINAL,FRZ,UNPREP",213.0,23.9,8.5,9.3,4.4,1.2,422.0,3.0
"MORNINGSTAR FARMS GRILLERS PRIME,FRZ,UNPREP",238.0,24.0,5.9,13.2,2.6,0.3,501.0,1.0
"MORNINGSTAR FARMS GRILLERS QRTR PND VEGGIE BRGR,FRZ,UNPRP",219.0,22.8,8.9,10.5,2.5,0.6,429.0,1.0
"MORNINGSTAR FARMS HOT&SPICY VEGGIE SAUSGE PATTIES,FRZ,UNPREP",185.0,21.8,8.5,7.4,2.3,0.2,551.0,1.0
"MORNINGSTAR FARMS ITALIAN HERB CHIK'N PATTIE,FRZ,UNPREP",236.0,13.6,31.1,7.0,3.4,1.5,682.0,0.0
"MORNINGSTAR FARMS LASAGNA W/ VEGGIE SAUSAGE,FRZ,UNPREP",96.0,7.1,14.4,2.3,2.3,1.7,208.0,4.0
"MORNINGSTAR FARMS MEAL STARTERS VEGGIE MEATBALLS,FRZ,UNPREP",158.0,17.7,9.9,5.8,3.6,1.1,487.0,0.0
"MORNINGSTAR FARMS MEDITERRANEAN CHICKPEA,FRZ,UNPREP",200.0,15.5,19.8,6.5,10.1,1.1,357.0,1.0
"MORNINGSTAR FARMS MUSHROOM LOVER'S BURGER,FRZ,UNPREP",168.0,14.3,9.2,8.2,5.1,0.5,445.0,0.0
"MORNINGSTAR FARMS PARMESAN GARLIC WINGS,FRZ,UNPREP",227.0,14.2,24.1,8.6,3.1,1.3,616.0,1.0
"MORNINGSTAR FARMS PIZZA,BAJA BLACK BEAN,SINGLE SERVE,FRZ,UNP",235.0,10.6,36.9,6.9,5.2,3.3,261.0,12.0
"MORNINGSTAR FARMS RSTD GARLIC & QUINOA BURGER,FRZ,UNPREP",192.0,10.7,17.8,12.1,10.1,2.1,522.0,1.0
"MORNINGSTAR FARMS SAUSAGE STYLE RECIPE CRUMBLES,FRZ,UNPREP",159.0,20.2,9.9,4.6,4.6,1.4,758.0,0.0
"MORNINGSTAR FARMS SESAME CHIK'N ENTREE,FRZ,UNPREP",116.0,5.3,17.3,3.5,1.3,6.0,196.0,0.0
"MORNINGSTAR FARMS SPICY BLK BEAN ENCHILADA ENTREE,FRZ,UNPREP",123.0,5.8,15.9,5.2,2.6,1.8,277.0,7.0
"MORNINGSTAR FARMS SPICY INDIAN VEGGIE BURGER,FRZ,UNPREP",189.0,9.2,17.0,11.6,7.8,2.2,555.0,0.0
"MORNINGSTAR FARMS TOMATO & BASIL PIZZA BURGER,FRZ,UNPREP",161.0,15.5,14.0,8.6,9.1,2.6,414.0,10.0
"MORNINGSTAR FARMS TUSCAN GRNS & BNS,FRZ,UNPREP",112.0,5.9,11.7,6.3,3.8,2.3,161.0,12.0
"MORNNGSTR FRMS BRKFST SNDWCH SCRMBL&CHS ENG MUFF,FRZ,UNPRP",149.0,10.4,18.9,4.8,2.9,0.6,562.0,10.0
"MORNNGSTR FRMS BRKFST SNDWCH SSGE EGG&CHS ENG MUFF,FRZ,UNPRP",205.0,14.3,18.7,9.4,3.8,1.1,639.0,67.0
"MORTADELLA,BEEF,PORK",311.0,16.37,3.05,25.39,0.0,0.0,1246.0,56.0
"MOTHBEANS,MATURE SEEDS,CKD,BLD,W/SALT",117.0,7.81,20.96,0.55,4.926,4.805999999999999,246.0,0.0
"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",117.0,7.81,20.96,0.55,4.94,4.587999999999999,10.0,0.0
"MOTHBEANS,MATURE SEEDS,RAW",343.0,22.94,61.52,1.61,21.800000000000004,5.406000000000001,30.0,0.0
"MOTHER'S LOAF,PORK",282.0,12.07,7.53,22.3,0.0,3.2,1127.0,45.0
"MOTHER'S,4TH OF JULY CIRCUS ANIMAL COOKIES",487.0,3.8,68.3,25.4,0.8,44.2,192.0,1.0
"MOTHER'S,CHOC CHIP COOKIES",490.0,5.7,67.6,22.0,1.7,32.9,527.0,34.0
"MOTHER'S,CIRCUS ANIMAL COOKIES",515.0,3.8,68.3,25.3,0.8,43.5,192.0,1.0
"MOTHER'S,COCNT COCADAS COOKIES",500.0,5.7,65.1,25.1,3.0,27.8,430.0,11.0
"MOTHER'S,DOUBLE FUDGE CREME SNDWCH COOKIES",457.0,5.3,70.0,20.4,3.3,33.1,245.0,0.0
"MOTHER'S,ENG TEA SNDWCH COOKIES",469.0,4.5,71.0,19.3,1.3,32.0,267.0,0.0
"MOTHER'S,HALLOWEEN CIRCUS ANIMALS COOKIES",514.0,3.8,68.1,25.3,0.8,43.9,191.0,1.0
"MOTHER'S,HOLIDAY CIRCUS ANIMAL COOKIES",515.0,3.8,68.3,25.3,0.8,44.3,192.0,1.0
"MOTHER'S,ICED LEMONADE COOKIES",502.0,4.5,66.3,24.4,1.0,29.9,262.0,7.0
"MOTHER'S,ICED OATMEAL COOKIES",463.0,5.4,71.0,18.0,2.7,36.3,493.0,1.0
"MOTHER'S,JUNGLE ANIMAL COOKIES",514.0,3.8,68.3,25.3,0.8,44.2,192.0,1.0
"MOTHER'S,MACAROON COOKIES",552.0,6.1,55.7,34.1,4.1,25.4,284.0,3.0
"MOTHER'S,OLD FASHIONED CHOC CHIP COOKIES",500.0,5.4,66.0,24.1,2.2,34.0,383.0,10.0
"MOTHER'S,OLD FASHIONED ICED OATMEAL COOKIES",461.0,6.0,72.8,16.9,2.7,35.8,597.0,0.0
"MOTHER'S,OLD FASHIONED OATMEAL COOKIES",470.0,6.5,71.2,18.4,3.0,31.3,640.0,0.0
"MOTHER'S,PNUT BUTTER GAUCHOS COOKIES",482.0,7.4,65.7,22.0,2.7,32.3,434.0,0.0
"MOTHER'S,TAFFY SNDWCH COOKIES",475.0,3.8,69.9,20.2,2.3,41.2,324.0,0.0
"MOTHER'S,VANILLA SNDWCH COOKIES",469.0,4.8,68.9,20.1,1.3,30.1,276.0,0.0
"MOUNTAIN YAM,HAWAII,CKD,STMD,W/ SALT",82.0,1.73,19.99,0.08,2.22,7.676,248.0,0.0
"MOUNTAIN YAM,HAWAII,CKD,STMD,WO/SALT",82.0,1.73,20.0,0.08,1.56,11.648,12.0,0.0
"MOUNTAIN YAM,HAWAII,RAW",67.0,1.34,16.3,0.1,2.5,0.31,13.0,0.0
"MOUSE NUTS,ROOTS (ALASKA NATIVE)",81.0,3.9,16.1,0.1,4.0,2.18,232.8,0.4
"MOUSE NUTS,SEEDLINGS (ALASKA NATIVE)",104.0,7.3,16.3,1.1,5.7,3.564,103.621,0.0
"MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT",255.0,4.23,50.05,4.22,4.2,27.05,413.0,28.0
"MUFFINS,BLUEBERRY,COMMLY PREP (INCLUDES MINI-MUFFINS)",375.0,4.49,53.0,16.07,1.1,31.47,336.0,30.0
"MUFFINS,BLUEBERRY,DRY MIX",293.0,3.48,61.0,3.25,1.4,32.73,479.0,0.0
"MUFFINS,BLUEBERRY,TOASTER-TYPE",313.0,4.6,53.3,9.5,1.8,4.85,417.0,6.0
"MUFFINS,BLUEBERRY,TOASTER-TYPE,TSTD",333.0,4.9,56.7,10.1,1.9,12.95,444.0,5.0
"MUFFINS,CORN,COMMLY PREP",305.0,5.9,51.0,8.4,3.4,17.78,467.0,26.0
"MUFFINS,CORN,DRY MIX,PREP",321.0,7.4,49.1,10.2,2.4,9.4,795.0,62.0
"MUFFINS,CORN,TOASTER-TYPE",346.0,5.3,57.9,11.3,1.6,8.148,430.0,13.0
"MUFFINS,OAT BRAN",270.0,7.0,48.3,7.4,4.6,8.22,393.0,0.0
"MUFFINS,WHEAT BRAN,DRY MIX",396.0,7.1,73.0,12.0,10.52,6.756,700.0,0.0
"MUFFINS,WHEAT BRAN,TOASTER-TYPE W/RAISINS,TSTD",313.0,5.5,55.5,9.4,8.2,23.07,527.0,9.0
"MULBERRIES,RAW",43.0,1.44,9.8,0.39,1.7,8.1,10.0,0.0
"MULLET,STRIPED,CKD,DRY HEAT",150.0,24.81,0.0,4.86,0.0,0.0,71.0,63.0
"MULLET,STRIPED,RAW",117.0,19.35,0.0,3.79,0.0,0.0,65.0,49.0
"MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT",105.0,7.02,19.15,0.38,7.6,2.0,238.0,0.0
"MUNG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",105.0,7.02,19.15,0.38,7.6,2.0,2.0,0.0
"MUNG BNS,MATURE SEEDS,RAW",347.0,23.86,62.62,1.15,16.3,6.6,15.0,0.0
"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",19.0,2.03,3.6,0.09,0.8,2.84,246.0,0.0
"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",21.0,2.03,4.19,0.09,0.8,2.84,10.0,0.0
"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED",50.0,4.3,10.59,0.21,1.9,6.35,9.0,0.0
"MUNG BNS,MATURE SEEDS,SPROUTED,RAW",30.0,3.04,5.94,0.18,1.8,4.13,6.0,0.0
"MUNGO BNS,MATURE SEEDS,CKD,BLD,W/SALT",105.0,7.54,18.34,0.55,6.4,2.01,243.0,0.0
"MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",105.0,7.54,18.34,0.55,6.4,2.01,7.0,0.0
"MUNGO BNS,MATURE SEEDS,RAW",341.0,25.21,58.99,1.64,18.3,4.508,38.0,0.0
"MURRAY,CHOC CREME SNDWCH COOKIES",473.0,4.9,71.3,19.4,2.2,38.4,507.0,0.0
"MURRAY,CHOCOLATEY CHIP THINS COOKIES",466.0,7.1,73.6,16.4,2.0,23.2,439.0,0.0
"MURRAY,COOKIE JAR CLASSICS,BUTTER COOKIES",463.0,7.2,74.3,15.7,1.9,22.3,441.0,0.0
"MURRAY,COOKIE JAR CLASSICS,COCNT BARS COOKIES",461.0,7.1,73.9,15.7,2.0,22.6,488.0,0.0
"MURRAY,DUPLEX CREME SNDWCH COOKIES",475.0,4.9,72.6,18.8,1.8,37.6,412.0,0.0
"MURRAY,HONEY GRAHAM",445.0,5.9,75.7,13.2,2.7,22.0,477.0,0.0
"MURRAY,JACKS VANILLA WAFERS",438.0,4.8,78.1,11.9,1.1,37.6,331.0,6.0
